state_id,shells,winding,symmetry,freq_law,amp_law,phase_law,amplitudes,phases,frequencies,n_shells
S00153,"2,3,4,5",1,baryon,closure_corrected,uniform,exact_closure,"0.25000000,0.25000000,0.25000000,0.25000000","0.00000000,0.00000000,0.00000000,0.00000000","2.87983739,4.65967478,7.53951216,12.19918694",4
S00154,"2,3,4,5",1,baryon,closure_corrected,uniform,torsional_offset,"0.25000000,0.25000000,0.25000000,0.25000000","0.00000000,0.00000000,0.00000000,0.00000000","2.87983739,4.65967478,7.53951216,12.19918694",4
S00155,"2,3,4,5",1,baryon,closure_corrected,uniform,winding_parity,"0.25000000,0.25000000,0.25000000,0.25000000","0.00000000,0.52359878,0.00000000,0.52359878","2.87983739,4.65967478,7.53951216,12.19918694",4
S00156,"2,3,4,5",1,baryon,closure_corrected,phi_decaying,exact_closure,"0.79465447,0.49112347,0.30353100,0.18759247","0.00000000,0.00000000,0.00000000,0.00000000","2.87983739,4.65967478,7.53951216,12.19918694",4
S00157,"2,3,4,5",1,baryon,closure_corrected,phi_decaying,torsional_offset,"0.79465447,0.49112347,0.30353100,0.18759247","0.00000000,0.00000000,0.00000000,0.00000000","2.87983739,4.65967478,7.53951216,12.19918694",4
S00158,"2,3,4,5",1,baryon,closure_corrected,phi_decaying,winding_parity,"0.79465447,0.49112347,0.30353100,0.18759247","0.00000000,0.52359878,0.00000000,0.52359878","2.87983739,4.65967478,7.53951216,12.19918694",4
S00159,"2,3,4,5",1,baryon,closure_corrected,closure_weight,exact_closure,"0.90716106,0.37377091,0.17325235,0.08566067","0.00000000,0.00000000,0.00000000,0.00000000","2.87983739,4.65967478,7.53951216,12.19918694",4
S00160,"2,3,4,5",1,baryon,closure_corrected,closure_weight,torsional_offset,"0.90716106,0.37377091,0.17325235,0.08566067","0.00000000,0.00000000,0.00000000,0.00000000","2.87983739,4.65967478,7.53951216,12.19918694",4
S00161,"2,3,4,5",1,baryon,closure_corrected,closure_weight,winding_parity,"0.90716106,0.37377091,0.17325235,0.08566067","0.00000000,0.52359878,0.00000000,0.52359878","2.87983739,4.65967478,7.53951216,12.19918694",4
S00162,"2,3,4,5",2,baryon,linear,uniform,exact_closure,"0.25000000,0.25000000,0.25000000,0.25000000","0.00000000,0.00000000,0.00000000,0.00000000","2.00000000,3.00000000,4.00000000,5.00000000",4
S00163,"2,3,4,5",2,baryon,linear,uniform,torsional_offset,"0.25000000,0.25000000,0.25000000,0.25000000","0.00000000,0.00000000,0.00000000,0.00000000","2.00000000,3.00000000,4.00000000,5.00000000",4
S00164,"2,3,4,5",2,baryon,linear,uniform,winding_parity,"0.25000000,0.25000000,0.25000000,0.25000000","0.00000000,0.52359878,0.00000000,0.52359878","2.00000000,3.00000000,4.00000000,5.00000000",4
S00165,"2,3,4,5",2,baryon,linear,phi_decaying,exact_closure,"0.79465447,0.49112347,0.30353100,0.18759247","0.00000000,0.00000000,0.00000000,0.00000000","2.00000000,3.00000000,4.00000000,5.00000000",4
S00166,"2,3,4,5",2,baryon,linear,phi_decaying,torsional_offset,"0.79465447,0.49112347,0.30353100,0.18759247","0.00000000,0.00000000,0.00000000,0.00000000","2.00000000,3.00000000,4.00000000,5.00000000",4
S00167,"2,3,4,5",2,baryon,linear,phi_decaying,winding_parity,"0.79465447,0.49112347,0.30353100,0.18759247","0.00000000,0.52359878,0.00000000,0.52359878","2.00000000,3.00000000,4.00000000,5.00000000",4
S00168,"2,3,4,5",2,baryon,linear,closure_weight,exact_closure,"0.90716106,0.37377091,0.17325235,0.08566067","0.00000000,0.00000000,0.00000000,0.00000000","2.00000000,3.00000000,4.00000000,5.00000000",4
S00169,"2,3,4,5",2,baryon,linear,closure_weight,torsional_offset,"0.90716106,0.37377091,0.17325235,0.08566067","0.00000000,0.00000000,0.00000000,0.00000000","2.00000000,3.00000000,4.00000000,5.00000000",4
S00170,"2,3,4,5",2,baryon,linear,closure_weight,winding_parity,"0.90716106,0.37377091,0.17325235,0.08566067","0.00000000,0.52359878,0.00000000,0.52359878","2.00000000,3.00000000,4.00000000,5.00000000",4
S00171,"2,3,4,5",2,baryon,phi_scaled,uniform,exact_closure,"0.25000000,0.25000000,0.25000000,0.25000000","0.00000000,0.00000000,0.00000000,0.00000000","2.61803399,4.23606798,6.85410197,11.09016994",4
S00172,"2,3,4,5",2,baryon,phi_scaled,uniform,torsional_offset,"0.25000000,0.25000000,0.25000000,0.25000000","0.00000000,0.00000000,0.00000000,0.00000000","2.61803399,4.23606798,6.85410197,11.09016994",4
S00173,"2,3,4,5",2,baryon,phi_scaled,uniform,winding_parity,"0.25000000,0.25000000,0.25000000,0.25000000","0.00000000,0.52359878,0.00000000,0.52359878","2.61803399,4.23606798,6.85410197,11.09016994",4
S00174,"2,3,4,5",2,baryon,phi_scaled,phi_decaying,exact_closure,"0.79465447,0.49112347,0.30353100,0.18759247","0.00000000,0.00000000,0.00000000,0.00000000","2.61803399,4.23606798,6.85410197,11.09016994",4
S00175,"2,3,4,5",2,baryon,phi_scaled,phi_decaying,torsional_offset,"0.79465447,0.49112347,0.30353100,0.18759247","0.00000000,0.00000000,0.00000000,0.00000000","2.61803399,4.23606798,6.85410197,11.09016994",4
S00176,"2,3,4,5",2,baryon,phi_scaled,phi_decaying,winding_parity,"0.79465447,0.49112347,0.30353100,0.18759247","0.00000000,0.52359878,0.00000000,0.52359878","2.61803399,4.23606798,6.85410197,11.09016994",4
S00177,"2,3,4,5",2,baryon,phi_scaled,closure_weight,exact_closure,"0.90716106,0.37377091,0.17325235,0.08566067","0.00000000,0.00000000,0.00000000,0.00000000","2.61803399,4.23606798,6.85410197,11.09016994",4
S00178,"2,3,4,5",2,baryon,phi_scaled,closure_weight,torsional_offset,"0.90716106,0.37377091,0.17325235,0.08566067","0.00000000,0.00000000,0.00000000,0.00000000","2.61803399,4.23606798,6.85410197,11.09016994",4
S00179,"2,3,4,5",2,baryon,phi_scaled,closure_weight,winding_parity,"0.90716106,0.37377091,0.17325235,0.08566067","0.00000000,0.52359878,0.00000000,0.52359878","2.61803399,4.23606798,6.85410197,11.09016994",4
S00180,"2,3,4,5",2,baryon,closure_corrected,uniform,exact_closure,"0.25000000,0.25000000,0.25000000,0.25000000","0.00000000,0.00000000,0.00000000,0.00000000","3.14164079,5.08328157,8.22492236,13.30820393",4
S00181,"2,3,4,5",2,baryon,closure_corrected,uniform,torsional_offset,"0.25000000,0.25000000,0.25000000,0.25000000","0.00000000,0.00000000,0.00000000,0.00000000","3.14164079,5.08328157,8.22492236,13.30820393",4
S00182,"2,3,4,5",2,baryon,closure_corrected,uniform,winding_parity,"0.25000000,0.25000000,0.25000000,0.25000000","0.00000000,0.52359878,0.00000000,0.52359878","3.14164079,5.08328157,8.22492236,13.30820393",4
S00183,"2,3,4,5",2,baryon,closure_corrected,phi_decaying,exact_closure,"0.79465447,0.49112347,0.30353100,0.18759247","0.00000000,0.00000000,0.00000000,0.00000000","3.14164079,5.08328157,8.22492236,13.30820393",4
S00184,"2,3,4,5",2,baryon,closure_corrected,phi_decaying,torsional_offset,"0.79465447,0.49112347,0.30353100,0.18759247","0.00000000,0.00000000,0.00000000,0.00000000","3.14164079,5.08328157,8.22492236,13.30820393",4
S00185,"2,3,4,5",2,baryon,closure_corrected,phi_decaying,winding_parity,"0.79465447,0.49112347,0.30353100,0.18759247","0.00000000,0.52359878,0.00000000,0.52359878","3.14164079,5.08328157,8.22492236,13.30820393",4
S00186,"2,3,4,5",2,baryon,closure_corrected,closure_weight,exact_closure,"0.90716106,0.37377091,0.17325235,0.08566067","0.00000000,0.00000000,0.00000000,0.00000000","3.14164079,5.08328157,8.22492236,13.30820393",4
S00187,"2,3,4,5",2,baryon,closure_corrected,closure_weight,torsional_offset,"0.90716106,0.37377091,0.17325235,0.08566067","0.00000000,0.00000000,0.00000000,0.00000000","3.14164079,5.08328157,8.22492236,13.30820393",4
S00188,"2,3,4,5",2,baryon,closure_corrected,closure_weight,winding_parity,"0.90716106,0.37377091,0.17325235,0.08566067","0.00000000,0.52359878,0.00000000,0.52359878","3.14164079,5.08328157,8.22492236,13.30820393",4
S00189,"2,3,4,5",3,baryon,linear,uniform,exact_closure,"0.25000000,0.25000000,0.25000000,0.25000000","0.00000000,0.00000000,0.00000000,0.00000000","2.00000000,3.00000000,4.00000000,5.00000000",4
S00190,"2,3,4,5",3,baryon,linear,uniform,torsional_offset,"0.25000000,0.25000000,0.25000000,0.25000000","0.00000000,0.00000000,0.00000000,0.00000000","2.00000000,3.00000000,4.00000000,5.00000000",4
S00191,"2,3,4,5",3,baryon,linear,uniform,winding_parity,"0.25000000,0.25000000,0.25000000,0.25000000","0.00000000,0.52359878,0.00000000,0.52359878","2.00000000,3.00000000,4.00000000,5.00000000",4
S00192,"2,3,4,5",3,baryon,linear,phi_decaying,exact_closure,"0.79465447,0.49112347,0.30353100,0.18759247","0.00000000,0.00000000,0.00000000,0.00000000","2.00000000,3.00000000,4.00000000,5.00000000",4
S00193,"2,3,4,5",3,baryon,linear,phi_decaying,torsional_offset,"0.79465447,0.49112347,0.30353100,0.18759247","0.00000000,0.00000000,0.00000000,0.00000000","2.00000000,3.00000000,4.00000000,5.00000000",4
S00194,"2,3,4,5",3,baryon,linear,phi_decaying,winding_parity,"0.79465447,0.49112347,0.30353100,0.18759247","0.00000000,0.52359878,0.00000000,0.52359878","2.00000000,3.00000000,4.00000000,5.00000000",4
S00195,"2,3,4,5",3,baryon,linear,closure_weight,exact_closure,"0.90716106,0.37377091,0.17325235,0.08566067","0.00000000,0.00000000,0.00000000,0.00000000","2.00000000,3.00000000,4.00000000,5.00000000",4
S00196,"2,3,4,5",3,baryon,linear,closure_weight,torsional_offset,"0.90716106,0.37377091,0.17325235,0.08566067","0.00000000,0.00000000,0.00000000,0.00000000","2.00000000,3.00000000,4.00000000,5.00000000",4
S00197,"2,3,4,5",3,baryon,linear,closure_weight,winding_parity,"0.90716106,0.37377091,0.17325235,0.08566067","0.00000000,0.52359878,0.00000000,0.52359878","2.00000000,3.00000000,4.00000000,5.00000000",4
S00198,"2,3,4,5",3,baryon,phi_scaled,uniform,exact_closure,"0.25000000,0.25000000,0.25000000,0.25000000","0.00000000,0.00000000,0.00000000,0.00000000","2.61803399,4.23606798,6.85410197,11.09016994",4
S00199,"2,3,4,5",3,baryon,phi_scaled,uniform,torsional_offset,"0.25000000,0.25000000,0.25000000,0.25000000","0.00000000,0.00000000,0.00000000,0.00000000","2.61803399,4.23606798,6.85410197,11.09016994",4
S00200,"2,3,4,5",3,baryon,phi_scaled,uniform,winding_parity,"0.25000000,0.25000000,0.25000000,0.25000000","0.00000000,0.52359878,0.00000000,0.52359878","2.61803399,4.23606798,6.85410197,11.09016994",4
S00201,"2,3,4,5",3,baryon,phi_scaled,phi_decaying,exact_closure,"0.79465447,0.49112347,0.30353100,0.18759247","0.00000000,0.00000000,0.00000000,0.00000000","2.61803399,4.23606798,6.85410197,11.09016994",4
S00202,"2,3,4,5",3,baryon,phi_scaled,phi_decaying,torsional_offset,"0.79465447,0.49112347,0.30353100,0.18759247","0.00000000,0.00000000,0.00000000,0.00000000","2.61803399,4.23606798,6.85410197,11.09016994",4
S00203,"2,3,4,5",3,baryon,phi_scaled,phi_decaying,winding_parity,"0.79465447,0.49112347,0.30353100,0.18759247","0.00000000,0.52359878,0.00000000,0.52359878","2.61803399,4.23606798,6.85410197,11.09016994",4
S00204,"2,3,4,5",3,baryon,phi_scaled,closure_weight,exact_closure,"0.90716106,0.37377091,0.17325235,0.08566067","0.00000000,0.00000000,0.00000000,0.00000000","2.61803399,4.23606798,6.85410197,11.09016994",4
S00205,"2,3,4,5",3,baryon,phi_scaled,closure_weight,torsional_offset,"0.90716106,0.37377091,0.17325235,0.08566067","0.00000000,0.00000000,0.00000000,0.00000000","2.61803399,4.23606798,6.85410197,11.09016994",4
S00206,"2,3,4,5",3,baryon,phi_scaled,closure_weight,winding_parity,"0.90716106,0.37377091,0.17325235,0.08566067","0.00000000,0.52359878,0.00000000,0.52359878","2.61803399,4.23606798,6.85410197,11.09016994",4
S00207,"2,3,4,5",3,baryon,closure_corrected,uniform,exact_closure,"0.25000000,0.25000000,0.25000000,0.25000000","0.00000000,0.00000000,0.00000000,0.00000000","3.40344419,5.50688837,8.91033256,14.41722093",4
S00208,"2,3,4,5",3,baryon,closure_corrected,uniform,torsional_offset,"0.25000000,0.25000000,0.25000000,0.25000000","0.00000000,0.00000000,0.00000000,0.00000000","3.40344419,5.50688837,8.91033256,14.41722093",4
S00209,"2,3,4,5",3,baryon,closure_corrected,uniform,winding_parity,"0.25000000,0.25000000,0.25000000,0.25000000","0.00000000,0.52359878,0.00000000,0.52359878","3.40344419,5.50688837,8.91033256,14.41722093",4
S00210,"2,3,4,5",3,baryon,closure_corrected,phi_decaying,exact_closure,"0.79465447,0.49112347,0.30353100,0.18759247","0.00000000,0.00000000,0.00000000,0.00000000","3.40344419,5.50688837,8.91033256,14.41722093",4
S00211,"2,3,4,5",3,baryon,closure_corrected,phi_decaying,torsional_offset,"0.79465447,0.49112347,0.30353100,0.18759247","0.00000000,0.00000000,0.00000000,0.00000000","3.40344419,5.50688837,8.91033256,14.41722093",4
S00212,"2,3,4,5",3,baryon,closure_corrected,phi_decaying,winding_parity,"0.79465447,0.49112347,0.30353100,0.18759247","0.00000000,0.52359878,0.00000000,0.52359878","3.40344419,5.50688837,8.91033256,14.41722093",4
S00213,"2,3,4,5",3,baryon,closure_corrected,closure_weight,exact_closure,"0.90716106,0.37377091,0.17325235,0.08566067","0.00000000,0.00000000,0.00000000,0.00000000","3.40344419,5.50688837,8.91033256,14.41722093",4
S00214,"2,3,4,5",3,baryon,closure_corrected,closure_weight,torsional_offset,"0.90716106,0.37377091,0.17325235,0.08566067","0.00000000,0.00000000,0.00000000,0.00000000","3.40344419,5.50688837,8.91033256,14.41722093",4
S00215,"2,3,4,5",3,baryon,closure_corrected,closure_weight,winding_parity,"0.90716106,0.37377091,0.17325235,0.08566067","0.00000000,0.52359878,0.00000000,0.52359878","3.40344419,5.50688837,8.91033256,14.41722093",4
S00216,"3,4,5",1,baryon,linear,uniform,exact_closure,"0.33333333,0.33333333,0.33333333","0.00000000,0.00000000,0.00000000","3.00000000,4.00000000,5.00000000",3
S00217,"3,4,5",1,baryon,linear,uniform,torsional_offset,"0.33333333,0.33333333,0.33333333","0.00000000,0.00000000,0.00000000","3.00000000,4.00000000,5.00000000",3
S00218,"3,4,5",1,baryon,linear,uniform,winding_parity,"0.33333333,0.33333333,0.33333333","0.52359878,0.00000000,0.52359878","3.00000000,4.00000000,5.00000000",3
S00219,"3,4,5",1,baryon,linear,phi_decaying,exact_closure,"0.80901699,0.50000000,0.30901699","0.00000000,0.00000000,0.00000000","3.00000000,4.00000000,5.00000000",3
S00220,"3,4,5",1,baryon,linear,phi_decaying,torsional_offset,"0.80901699,0.50000000,0.30901699","0.00000000,0.00000000,0.00000000","3.00000000,4.00000000,5.00000000",3
S00221,"3,4,5",1,baryon,linear,phi_decaying,winding_parity,"0.80901699,0.50000000,0.30901699","0.52359878,0.00000000,0.52359878","3.00000000,4.00000000,5.00000000",3
S00222,"3,4,5",1,baryon,linear,closure_weight,exact_closure,"0.88827352,0.41173742,0.20357418","0.00000000,0.00000000,0.00000000","3.00000000,4.00000000,5.00000000",3
S00223,"3,4,5",1,baryon,linear,closure_weight,torsional_offset,"0.88827352,0.41173742,0.20357418","0.00000000,0.00000000,0.00000000","3.00000000,4.00000000,5.00000000",3
S00224,"3,4,5",1,baryon,linear,closure_weight,winding_parity,"0.88827352,0.41173742,0.20357418","0.52359878,0.00000000,0.52359878","3.00000000,4.00000000,5.00000000",3
S00225,"3,4,5",1,baryon,phi_scaled,uniform,exact_closure,"0.33333333,0.33333333,0.33333333","0.00000000,0.00000000,0.00000000","4.23606798,6.85410197,11.09016994",3
S00226,"3,4,5",1,baryon,phi_scaled,uniform,torsional_offset,"0.33333333,0.33333333,0.33333333","0.00000000,0.00000000,0.00000000","4.23606798,6.85410197,11.09016994",3
S00227,"3,4,5",1,baryon,phi_scaled,uniform,winding_parity,"0.33333333,0.33333333,0.33333333","0.52359878,0.00000000,0.52359878","4.23606798,6.85410197,11.09016994",3
S00228,"3,4,5",1,baryon,phi_scaled,phi_decaying,exact_closure,"0.80901699,0.50000000,0.30901699","0.00000000,0.00000000,0.00000000","4.23606798,6.85410197,11.09016994",3
S00229,"3,4,5",1,baryon,phi_scaled,phi_decaying,torsional_offset,"0.80901699,0.50000000,0.30901699","0.00000000,0.00000000,0.00000000","4.23606798,6.85410197,11.09016994",3
S00230,"3,4,5",1,baryon,phi_scaled,phi_decaying,winding_parity,"0.80901699,0.50000000,0.30901699","0.52359878,0.00000000,0.52359878","4.23606798,6.85410197,11.09016994",3
S00231,"3,4,5",1,baryon,phi_scaled,closure_weight,exact_closure,"0.88827352,0.41173742,0.20357418","0.00000000,0.00000000,0.00000000","4.23606798,6.85410197,11.09016994",3
S00232,"3,4,5",1,baryon,phi_scaled,closure_weight,torsional_offset,"0.88827352,0.41173742,0.20357418","0.00000000,0.00000000,0.00000000","4.23606798,6.85410197,11.09016994",3
S00233,"3,4,5",1,baryon,phi_scaled,closure_weight,winding_parity,"0.88827352,0.41173742,0.20357418","0.52359878,0.00000000,0.52359878","4.23606798,6.85410197,11.09016994",3
S00234,"3,4,5",1,baryon,closure_corrected,uniform,exact_closure,"0.33333333,0.33333333,0.33333333","0.00000000,0.00000000,0.00000000","4.65967478,7.53951216,12.19918694",3
S00235,"3,4,5",1,baryon,closure_corrected,uniform,torsional_offset,"0.33333333,0.33333333,0.33333333","0.00000000,0.00000000,0.00000000","4.65967478,7.53951216,12.19918694",3
S00236,"3,4,5",1,baryon,closure_corrected,uniform,winding_parity,"0.33333333,0.33333333,0.33333333","0.52359878,0.00000000,0.52359878","4.65967478,7.53951216,12.19918694",3
S00237,"3,4,5",1,baryon,closure_corrected,phi_decaying,exact_closure,"0.80901699,0.50000000,0.30901699","0.00000000,0.00000000,0.00000000","4.65967478,7.53951216,12.19918694",3
S00238,"3,4,5",1,baryon,closure_corrected,phi_decaying,torsional_offset,"0.80901699,0.50000000,0.30901699","0.00000000,0.00000000,0.00000000","4.65967478,7.53951216,12.19918694",3
S00239,"3,4,5",1,baryon,closure_corrected,phi_decaying,winding_parity,"0.80901699,0.50000000,0.30901699","0.52359878,0.00000000,0.52359878","4.65967478,7.53951216,12.19918694",3
S00240,"3,4,5",1,baryon,closure_corrected,closure_weight,exact_closure,"0.88827352,0.41173742,0.20357418","0.00000000,0.00000000,0.00000000","4.65967478,7.53951216,12.19918694",3
S00241,"3,4,5",1,baryon,closure_corrected,closure_weight,torsional_offset,"0.88827352,0.41173742,0.20357418","0.00000000,0.00000000,0.00000000","4.65967478,7.53951216,12.19918694",3
S00242,"3,4,5",1,baryon,closure_corrected,closure_weight,winding_parity,"0.88827352,0.41173742,0.20357418","0.52359878,0.00000000,0.52359878","4.65967478,7.53951216,12.19918694",3
S00243,"3,4,5",2,baryon,linear,uniform,exact_closure,"0.33333333,0.33333333,0.33333333","0.00000000,0.00000000,0.00000000","3.00000000,4.00000000,5.00000000",3
S00244,"3,4,5",2,baryon,linear,uniform,torsional_offset,"0.33333333,0.33333333,0.33333333","0.00000000,0.00000000,0.00000000","3.00000000,4.00000000,5.00000000",3
S00245,"3,4,5",2,baryon,linear,uniform,winding_parity,"0.33333333,0.33333333,0.33333333","0.52359878,0.00000000,0.52359878","3.00000000,4.00000000,5.00000000",3
S00246,"3,4,5",2,baryon,linear,phi_decaying,exact_closure,"0.80901699,0.50000000,0.30901699","0.00000000,0.00000000,0.00000000","3.00000000,4.00000000,5.00000000",3
S00247,"3,4,5",2,baryon,linear,phi_decaying,torsional_offset,"0.80901699,0.50000000,0.30901699","0.00000000,0.00000000,0.00000000","3.00000000,4.00000000,5.00000000",3
S00248,"3,4,5",2,baryon,linear,phi_decaying,winding_parity,"0.80901699,0.50000000,0.30901699","0.52359878,0.00000000,0.52359878","3.00000000,4.00000000,5.00000000",3
S00249,"3,4,5",2,baryon,linear,closure_weight,exact_closure,"0.88827352,0.41173742,0.20357418","0.00000000,0.00000000,0.00000000","3.00000000,4.00000000,5.00000000",3
S00250,"3,4,5",2,baryon,linear,closure_weight,torsional_offset,"0.88827352,0.41173742,0.20357418","0.00000000,0.00000000,0.00000000","3.00000000,4.00000000,5.00000000",3
S00251,"3,4,5",2,baryon,linear,closure_weight,winding_parity,"0.88827352,0.41173742,0.20357418","0.52359878,0.00000000,0.52359878","3.00000000,4.00000000,5.00000000",3
S00252,"3,4,5",2,baryon,phi_scaled,uniform,exact_closure,"0.33333333,0.33333333,0.33333333","0.00000000,0.00000000,0.00000000","4.23606798,6.85410197,11.09016994",3
S00253,"3,4,5",2,baryon,phi_scaled,uniform,torsional_offset,"0.33333333,0.33333333,0.33333333","0.00000000,0.00000000,0.00000000","4.23606798,6.85410197,11.09016994",3
S00254,"3,4,5",2,baryon,phi_scaled,uniform,winding_parity,"0.33333333,0.33333333,0.33333333","0.52359878,0.00000000,0.52359878","4.23606798,6.85410197,11.09016994",3
S00255,"3,4,5",2,baryon,phi_scaled,phi_decaying,exact_closure,"0.80901699,0.50000000,0.30901699","0.00000000,0.00000000,0.00000000","4.23606798,6.85410197,11.09016994",3
S00256,"3,4,5",2,baryon,phi_scaled,phi_decaying,torsional_offset,"0.80901699,0.50000000,0.30901699","0.00000000,0.00000000,0.00000000","4.23606798,6.85410197,11.09016994",3
S00257,"3,4,5",2,baryon,phi_scaled,phi_decaying,winding_parity,"0.80901699,0.50000000,0.30901699","0.52359878,0.00000000,0.52359878","4.23606798,6.85410197,11.09016994",3
S00258,"3,4,5",2,baryon,phi_scaled,closure_weight,exact_closure,"0.88827352,0.41173742,0.20357418","0.00000000,0.00000000,0.00000000","4.23606798,6.85410197,11.09016994",3
S00259,"3,4,5",2,baryon,phi_scaled,closure_weight,torsional_offset,"0.88827352,0.41173742,0.20357418","0.00000000,0.00000000,0.00000000","4.23606798,6.85410197,11.09016994",3
S00260,"3,4,5",2,baryon,phi_scaled,closure_weight,winding_parity,"0.88827352,0.41173742,0.20357418","0.52359878,0.00000000,0.52359878","4.23606798,6.85410197,11.09016994",3
S00261,"3,4,5",2,baryon,closure_corrected,uniform,exact_closure,"0.33333333,0.33333333,0.33333333","0.00000000,0.00000000,0.00000000","5.08328157,8.22492236,13.30820393",3
S00262,"3,4,5",2,baryon,closure_corrected,uniform,torsional_offset,"0.33333333,0.33333333,0.33333333","0.00000000,0.00000000,0.00000000","5.08328157,8.22492236,13.30820393",3
S00263,"3,4,5",2,baryon,closure_corrected,uniform,winding_parity,"0.33333333,0.33333333,0.33333333","0.52359878,0.00000000,0.52359878","5.08328157,8.22492236,13.30820393",3
S00264,"3,4,5",2,baryon,closure_corrected,phi_decaying,exact_closure,"0.80901699,0.50000000,0.30901699","0.00000000,0.00000000,0.00000000","5.08328157,8.22492236,13.30820393",3
S00265,"3,4,5",2,baryon,closure_corrected,phi_decaying,torsional_offset,"0.80901699,0.50000000,0.30901699","0.00000000,0.00000000,0.00000000","5.08328157,8.22492236,13.30820393",3
S00266,"3,4,5",2,baryon,closure_corrected,phi_decaying,winding_parity,"0.80901699,0.50000000,0.30901699","0.52359878,0.00000000,0.52359878","5.08328157,8.22492236,13.30820393",3
S00267,"3,4,5",2,baryon,closure_corrected,closure_weight,exact_closure,"0.88827352,0.41173742,0.20357418","0.00000000,0.00000000,0.00000000","5.08328157,8.22492236,13.30820393",3
S00268,"3,4,5",2,baryon,closure_corrected,closure_weight,torsional_offset,"0.88827352,0.41173742,0.20357418","0.00000000,0.00000000,0.00000000","5.08328157,8.22492236,13.30820393",3
S00269,"3,4,5",2,baryon,closure_corrected,closure_weight,winding_parity,"0.88827352,0.41173742,0.20357418","0.52359878,0.00000000,0.52359878","5.08328157,8.22492236,13.30820393",3
S00270,"3,4,5",3,baryon,linear,uniform,exact_closure,"0.33333333,0.33333333,0.33333333","0.00000000,0.00000000,0.00000000","3.00000000,4.00000000,5.00000000",3
S00271,"3,4,5",3,baryon,linear,uniform,torsional_offset,"0.33333333,0.33333333,0.33333333","0.00000000,0.00000000,0.00000000","3.00000000,4.00000000,5.00000000",3
S00272,"3,4,5",3,baryon,linear,uniform,winding_parity,"0.33333333,0.33333333,0.33333333","0.52359878,0.00000000,0.52359878","3.00000000,4.00000000,5.00000000",3
S00273,"3,4,5",3,baryon,linear,phi_decaying,exact_closure,"0.80901699,0.50000000,0.30901699","0.00000000,0.00000000,0.00000000","3.00000000,4.00000000,5.00000000",3
S00274,"3,4,5",3,baryon,linear,phi_decaying,torsional_offset,"0.80901699,0.50000000,0.30901699","0.00000000,0.00000000,0.00000000","3.00000000,4.00000000,5.00000000",3
S00275,"3,4,5",3,baryon,linear,phi_decaying,winding_parity,"0.80901699,0.50000000,0.30901699","0.52359878,0.00000000,0.52359878","3.00000000,4.00000000,5.00000000",3
S00276,"3,4,5",3,baryon,linear,closure_weight,exact_closure,"0.88827352,0.41173742,0.20357418","0.00000000,0.00000000,0.00000000","3.00000000,4.00000000,5.00000000",3
S00277,"3,4,5",3,baryon,linear,closure_weight,torsional_offset,"0.88827352,0.41173742,0.20357418","0.00000000,0.00000000,0.00000000","3.00000000,4.00000000,5.00000000",3
S00278,"3,4,5",3,baryon,linear,closure_weight,winding_parity,"0.88827352,0.41173742,0.20357418","0.52359878,0.00000000,0.52359878","3.00000000,4.00000000,5.00000000",3
S00279,"3,4,5",3,baryon,phi_scaled,uniform,exact_closure,"0.33333333,0.33333333,0.33333333","0.00000000,0.00000000,0.00000000","4.23606798,6.85410197,11.09016994",3
S00280,"3,4,5",3,baryon,phi_scaled,uniform,torsional_offset,"0.33333333,0.33333333,0.33333333","0.00000000,0.00000000,0.00000000","4.23606798,6.85410197,11.09016994",3
S00281,"3,4,5",3,baryon,phi_scaled,uniform,winding_parity,"0.33333333,0.33333333,0.33333333","0.52359878,0.00000000,0.52359878","4.23606798,6.85410197,11.09016994",3
